title	datasetIdentifier	disease	authors	created	modified	accessed	landingPage	accessPage	format	conformsTo	geography	apolloLocationCode	ISO_3166	ISO_3166-1	ISO_3166-1_alpha-3
Counts of people diagnosed with Meningococcal meningitis in the United States as reported by public health surveillance from 1926-03-14 to 1964-12-26.	null	Meningococcal meningitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.192644005	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Tularemia in the United States as reported by public health surveillance from 1942-01-04 to 1994-12-31.	null	Tularemia	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.19265001	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Post-infectious encephalitis in the United States as reported by public health surveillance from 1963-12-29 to 1994-12-31.	null	Post-infectious encephalitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.192727001	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Dengue hemorrhagic fever in the United States as reported by public health surveillance from 1997-01-01 to 2015-01-03.	null	Dengue hemorrhagic fever	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.20927009	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Babesiosis in the United States as reported by public health surveillance from 2013-12-29 to 2016-07-02.	null	Babesiosis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.21061004	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Pneumonia in the United States as reported by public health surveillance from 1912-03-17 to 1951-12-08.	null	Pneumonia	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.233604007	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Lyme disease in the United States as reported by public health surveillance from 1990-12-30 to 2016-07-02.	null	Lyme disease	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.23502006	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Meningococcal infectious disease in the United States as reported by public health surveillance from 1951-12-30 to 2011-12-31.	null	Meningococcal infectious disease	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.23511006	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Cryptosporidiosis in the United States as reported by public health surveillance from 1999-01-03 to 2016-07-02.	null	Cryptosporidiosis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.240370009	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Acute paralytic poliomyelitis in the United States as reported by public health surveillance from 1954-01-03 to 1972-01-01.	null	Acute paralytic poliomyelitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.240460008	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Typhus group rickettsial disease in the United States as reported by public health surveillance from 1888-07-22 to 1947-12-06.	null	Typhus group rickettsial disease	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.240613006	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Acute type A viral hepatitis in the United States as reported by public health surveillance from 2001-12-30 to 2016-07-02.	null	Acute type A viral hepatitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.25102003	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Murine typhus in the United States as reported by public health surveillance from 1945-07-01 to 1961-12-16.	null	Murine typhus	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.25668000	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Legionella infection in the United States as reported by public health surveillance from 1982-01-17 to 2016-07-02.	null	Legionella infection	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.26726000	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Bacillary dysentery in the United States as reported by public health surveillance from 1942-01-04 to 1948-07-03.	null	Bacillary dysentery	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.274081004	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Pertussis in the United States as reported by public health surveillance from 1888-07-08 to 2016-07-02.	null	Pertussis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.27836007	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Lobar pneumonia in the United States as reported by public health surveillance from 1919-01-26 to 1919-11-15.	null	Lobar pneumonia	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.278516003	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Aseptic meningitis in the United States as reported by public health surveillance from 1960-01-03 to 1994-12-31.	null	Aseptic meningitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.301770000	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Salmonella infection in the United States as reported by public health surveillance from 1999-01-03 to 2016-07-02.	null	Salmonella infection	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.302231008	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Scarlet fever in the United States as reported by public health surveillance from 1888-06-10 to 1969-12-27.	null	Scarlet fever	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.30242009	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Infective encephalitis in the United States as reported by public health surveillance from 1941-12-28 to 1963-12-28.	null	Infective encephalitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.312215006	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Infection caused by Shiga toxin producing Escherichia coli in the United States as reported by public health surveillance from 2001-12-30 to 2016-07-02.	null	Infection caused by Shiga toxin producing Escherichia coli	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.328291000119103	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Congenital syphilis in the United States as reported by public health surveillance from 2001-12-30 to 2005-12-31.	null	Congenital syphilis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.35742006	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Human ehrlichiosis caused by Ehrlichia chaffeensis in the United States as reported by public health surveillance from 2010-01-03 to 2016-07-02.	null	Human ehrlichiosis caused by Ehrlichia chaffeensis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.359747000	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Shigellosis in the United States as reported by public health surveillance from 1999-01-03 to 2016-07-02.	null	Shigellosis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.36188001	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Rubella in the United States as reported by public health surveillance from 1966-01-02 to 2016-07-02.	null	Rubella	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.36653000	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Mumps in the United States as reported by public health surveillance from 1923-12-30 to 2016-07-02.	null	Mumps	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.36989005	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Viral hepatitis in the United States as reported by public health surveillance from 1958-09-14 to 1994-12-31.	null	Viral hepatitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.3738000	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Dengue in the United States as reported by public health surveillance from 1924-01-20 to 2016-07-02.	null	Dengue	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.38362002	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Amebic dysentery in the United States as reported by public health surveillance from 1942-01-04 to 1948-07-03.	null	Amebic dysentery	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.387754006	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Varicella in the United States as reported by public health surveillance from 1888-09-02 to 2016-07-02.	null	Varicella	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.38907003	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with West Nile fever without encephalitis in the United States as reported by public health surveillance from 2005-01-02 to 2016-01-02.	null	West Nile fever without encephalitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.397420007	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Diphtheria in the United States as reported by public health surveillance from 1888-06-10 to 1981-10-24.	null	Diphtheria	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.397428000	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Infantile paralysis in the United States as reported by public health surveillance from 1923-12-30 to 1932-10-08.	null	Infantile paralysis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.397928009	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Acute poliomyelitis in the United States as reported by public health surveillance from 1912-03-17 to 1971-12-25.	null	Acute poliomyelitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.398102009	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Infection caused by non-cholerae vibrio in the United States as reported by public health surveillance from 2015-01-01 to 2016-07-02.	null	Infection caused by non-cholerae vibrio	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.398557001	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Viral hepatitis, type A in the United States as reported by public health surveillance from 1966-01-02 to 2007-08-25.	null	Viral hepatitis, type A	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.40468003	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Primary encephalitis in the United States as reported by public health surveillance from 1963-12-29 to 1994-12-31.	null	Primary encephalitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.406573001	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Invasive Group A beta-hemolytic streptococcal disease in the United States as reported by public health surveillance from 2001-12-30 to 2010-01-02.	null	Invasive Group A beta-hemolytic streptococcal disease	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.406614006	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Invasive Streptococcus pneumoniae disease in the United States as reported by public health surveillance from 2002-12-29 to 2016-07-02.	null	Invasive Streptococcus pneumoniae disease	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.406617004	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Invasive drug resistant Streptococcus pneumoniae disease in the United States as reported by public health surveillance from 2001-12-30 to 2010-01-02.	null	Invasive drug resistant Streptococcus pneumoniae disease	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.406618009	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Anthrax in the United States as reported by public health surveillance from 1942-01-04 to 1945-01-13.	null	Anthrax	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.409498004	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Disease caused by West Nile virus in the United States as reported by public health surveillance from 2002-12-29 to 2005-01-01.	null	Disease caused by West Nile virus	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.417093003	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Pellagra in the United States as reported by public health surveillance from 1923-12-30 to 1932-10-08.	null	Pellagra	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.418186002	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Listeriosis in the United States as reported by public health surveillance from 2000-01-02 to 2005-12-31.	null	Listeriosis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.4241002	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Active tuberculosis in the United States as reported by public health surveillance from 1972-01-02 to 1974-12-28.	null	Active tuberculosis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.427099000	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Disorder of nervous system caused by West Nile virus in the United States as reported by public health surveillance from 2002-12-29 to 2016-07-02.	null	Disorder of nervous system caused by West Nile virus	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.430397002	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Streptococcal sore throat in the United States as reported by public health surveillance from 1960-01-03 to 1961-12-30.	null	Streptococcal sore throat	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.43878008	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Intestinal infection caused by Escherichia coli O157:H7 in the United States as reported by public health surveillance from 1995-12-31 to 2005-12-31.	null	Intestinal infection caused by Escherichia coli O157:H7	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.446328009	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Encephalitis in the United States as reported by public health surveillance from 1942-01-04 to 1978-06-24.	null	Encephalitis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.45170000	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Typhoid fever in the United States as reported by public health surveillance from 1888-06-10 to 2005-12-31.	null	Typhoid fever	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.4834000	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Tuberculosis in the United States as reported by public health surveillance from 1890-12-14 to 2014-06-28.	null	Tuberculosis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.56717001	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Giardiasis in the United States as reported by public health surveillance from 2001-12-30 to 2016-07-02.	null	Giardiasis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.58265007	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Coccidioidomycosis in the United States as reported by public health surveillance from 2002-12-29 to 2016-07-02.	null	Coccidioidomycosis	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.60826002	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Influenza in the United States as reported by public health surveillance from 1919-10-26 to 1951-12-08.	null	Influenza	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.6142004	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Malaria in the United States as reported by public health surveillance from 1951-12-30 to 2016-07-02.	null	Malaria	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.61462000	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Acquired immune deficiency syndrome in the United States as reported by public health surveillance from 1984-01-01 to 2005-12-31.	null	Acquired immune deficiency syndrome	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.62479008	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Cholera in the United States as reported by public health surveillance from 1892-09-11 to 1905-11-25.	null	Cholera	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.63650001	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
Counts of people diagnosed with Viral hepatitis type B in the United States as reported by public health surveillance from 1951-12-30 to 2007-08-25.	null	Viral hepatitis type B	Wilbert van Panhuis, John Grefenstette, Su Jung, Nian Chok, Anne Cross, Heather Eng, Bruce Lee, Vladimir Zadorozhny, Shawn Brown, Derek Cummings, Donald Burke	null	null	null	www.tycho.pitt.edu/data	http://www.tycho.pitt.edu/data/US.66071002	csv	Tycho 2.0 format	United States of America (the)	1216	US	null	USA
