title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus	population_required	iri
"Statistics on Basic Indicators, Nutrition, Health, HIV/AIDS, Education, and Demographic Indicators, Economic Indicators, Women, Child Protection, The Rate of Progress, Adolsecents, Disparities by Residence, by Household Wealth, and Childhood Development by UNICEF"	"This website with data contains data about demographic indicators HIV/AIDS, immunization coverage, and mortality rates from Barbados at country level with a yearly temporal resolution in 2012 in HTML format. Open access."	MIDAS-ISG:WS-000040	null	"UNICEF, Barbados"	null	null	null	https://www.unicef.org/infobycountry/barbados_statistics.html	null	HTML	null	null	Barbados	5135	BB	null	null	null	null	HIV-1 in Barbados	http://www.pitt.edu/obc/IDE_0000004208
"Statistics on Infectious and Parasitic Diseases of the Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing of the Federation of Russia, 2012-2017"	"This website with data contains data about reportable infectious and parasitic diseases in Russia from 2012 to 2015 year in XLSX format. Spatial coverage is country, and spatial resolution id country. Temporal coverage is 2012-2017, and temporal resolution is monthly, quarterly. Open access."	MIDAS-ISG:WS-000373	null	Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing of the Federation of Russia	null	null	null	http://rospotrebnadzor.ru/activities/statistical-materials/?SHOWALL_1=1	null	XLSX	null	null	Russia	5110	RU	null	null	null	null	Hepatitis B virus in Russian Federation	http://www.pitt.edu/obc/IDE_0000004573
STD and HIV case reports of the National Institute for Public Health and the Environment of Netherlands	"This website with data contains data about STDs in Netherlands from 2007 to 2016 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2007-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000326	null	"RIVM, National Institute for Public Health and the Environment, Netherlands"	null	null	null	http://www.rivm.nl/en/Search?searchbase=0&sp=H4sIAAAAAAAAAGWNywqDMBBFfyXM2kVb6KKCO0FLHyCF0kU2aTKaQIxtHqCI%2F97ooghuhjOXO2dGMJ1A3XHmVWfWDCmMFDyFlMIg%2B9uehb56hUteFDJXp%2FJaZRmFhEJtls76dsmV2OSbzqeNnZpphxMk4JBZLt%2FMYXy%2Bi8E3oB0iP7APTOuBeMuMa5X3KIgyNfLZ5JLIXAehTEPK83NeiZdI7hin1cwI97dHQTPrD0eYfn6vdYL9AAAA&nodelocation=550a1585-53ab-4a41-8a55-cc3ae87ec6b1&freetext=Sexually+transmitted+infections%2C+including+HIV%2C+in+the+Netherlands	null	PDF	null	null	Netherlands	5197	NL	null	null	null	null	HIV-1 in Netherlands	http://www.pitt.edu/obc/IDE_0000004100
"STDs, HIV and Tuberculosis case reports of the National Institute of Health of Mozambique"	"This website with data contains data about prevalence of HIV, STIs, tuberculosis in Mozambique for 2001-2009 and 2011 in PDF format. Spatial coverage is country, and spatial resolution is region, province. Temporal coverage is 2001-2009, 2011, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000254	null	National Institute of Health	null	null	null	http://www.ins.gov.mz/index.php/publicacoes/2013-10-15-22-32-02	null	PDF	null	null	Mozambique	4953	MZ	null	null	null	null	HIV-1 in Mozambique	http://www.pitt.edu/obc/IDE_0000004213
Storm Events Database of the U.S. National Centers for Environmental Information	"This website with data contains Storm Events Database from the United States at country level with a daily temporal resolution from 1950 to 2017 in CSV, Text, Paradox data files depend on timelines. Open access."	MIDAS-ISG:WS-000504	null	National Centers for Environmental Information	null	null	null	https://www.ncdc.noaa.gov/stormevents/	null	CSV; TXT; PARADOX database files; PDF	null	null	United States	1216	US	null	null	null	null	abiotic ecosystem in United States	http://www.pitt.edu/obc/IDE_0000005549
Summary Data on Notifiable Infectious Disease of the Government of Australia	This database contains data about notifications of all diseases and selected diseases from Australia at country level with a yearly temporal resolution from 1991 to 2017 as a tabular visualization on the webpage. Open access.	MIDAS-ISG:WS-000024	null	Australian Government Department of Health	null	null	null	http://www9.health.gov.au/cda/source/cda-index.cfm	null	HTML	null	null	Australia	5079	AU	null	null	null	null	Hepatitis B virus in Australia	http://www.pitt.edu/obc/IDE_0000004579
"Surveillance Data of the National Infectious Disease Surveillance System (NIDSS) of South Korea, 2001-2017"	"This database contains data about infectious diseases in South Korea from 2001 to 2017 in XLSX, PDF, DOC format. Spatial coverage is country, and spatial resolution is country, province. Temporal coverage is 2001-2017 , and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000419	null	"National Infectious Disease Surveillance System (NIDSS) of South Korea, Osong Healthcare Medical Center Disease Control Headquarters"	null	null	null	https://is.cdc.go.kr/dstat/jsp/stat/stat0003.jsp	null	XLSX; PDF; DOC	null	null	South Korea	4951	KR	null	null	null	null	Haemophilus influenzae in Republic of Korea	http://www.pitt.edu/obc/IDE_0000004607
Surveillance Data on Foodborne Diseases of the Department of Health Statistics and Information of Chile	"This website with data contains data about foodborne diseases in Chile at country, region level with yearly temporal resolution from 2006 to 2016 in XLSX, HTML format in Spanish. Open access."	MIDAS-ISG:WS-000095	null	The Department of Health Statistics and Information of Chile	null	null	null	http://www.deis.cl/estadisticas-eta/	null	XLSX; HTML	null	null	Chile	4956	CL	null	null	null	null	humans in Chile	http://www.pitt.edu/obc/IDE_0000000872
Surveillance Data on Notifiable Infectious Diseases of the Directorate of Health and Social Affairs of New Caledonia	This website with data contains data about infectious disease with high severity from New galedonia at province level from 1997 to 2017 in HTML format in French. Temporal resolution is monthly or yearly. Open access.	MIDAS-ISG:WS-000329	null	Directorate of Health and Social Affairs of New Caledonia	null	null	null	http://www.dass.gouv.nc/portal/page/portal/dass/observatoire_sante/veille_sanitaire/Dengue	null	HTML	null	null	New Caledonia	8013	NC	null	null	null	null	Influenza virus in New Caledonia	http://www.pitt.edu/obc/IDE_0000002133
Surveillance Data on Notifiable Infectious Diseases of the National Centre for Surveillance and Control of Communicable Diseases of Romania	"This website with data contains data about epidemiological surveillance of haemorrhagic fever with renal syndrome, 2014; Analysis of the evolution of acute diarrheal disease, 2013-2015; Analysis of Lyme disease, 2012-2016; Analysis of vaccine coverage estimates of 18 month children, 2010-2017; Results of SARI Surveillance, 2013-2014; Viral hepatitis B and C, 2012-2016; Analysis of renal syndrome hantivirus etiology, 2015; Urine infection analysis, 2016; Antibiotic use, Microbial Resistance and Nosocomial Infection, 2012-2015; Evolution of Meningococcal Disease in Romania, 2011-2016; Rubella, 2013-2014; Food Toxic Infections, 2011-2013; Tuberculosis 2008-2014; Pertussis, 2008-2016; in Romania in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2008-2016, 2010-2016, 2011-2016, 2012-2016, 2013-2015, 2012-2015, 2013-2014, 2008-2014, 2010-2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000372	null	National Centre for Surveillance and Control of Communicable Diseases of Romania	null	null	null	http://www.cnscbt.ro/index.php/analiza-date-supraveghere	null	PDF	null	null	Romania	5026	RO	null	null	null	null	Hepatitis B virus in Romania	http://www.pitt.edu/obc/IDE_0000004572
Surveillance of Epidemic Diseases in Cameroon	"This database contains data about surveillance of Epidemic Diseases (meningitis, varicella, cholera, non vesicular genital ulcer, typhoid fever, diarrhea, atypical pneumonia, viral haemorrhagic fever, influenza, viral hepatitis B and C,dengue, acute gastroenteritis, smallpox, lymphatic filariasis, rabies from dog bite, anthrax, chikungunya, snake bite) and other public health events in Cameroon from 2015 to 2017 in XLS, CSV, HTML, JSON, XML format. Spatial coverage is country, and spatial resolution is county, region, district. Temporal coverage is 2015-2017, and temporal resolution is weekly, monthly, two months, three months, yearly, 5 years . Open access."	MIDAS-ISG:WS-000077	null	Ministry of Public Health of Cameroon	null	null	null	https://www.dhis-minsante-cm.org/dhis-web-dashboard-integration/index.html	null	XLS; CSV; HTML; JSON; XML	null	null	Cameroon	4990	CM	null	null	null	null	humans in Cameroon	http://www.pitt.edu/obc/IDE_0000000909
Surveillance Reports on Respiratory Infections of the Health Proctection Scotland	"This website with data contains data aboutespiratory infections and vaccination in Scotland from different years in PDF format. Spatial coverage is country, and spatial resolution is NHS board. Temporal coverage is varied, and temporal resolution is quarterly, yearly. Open access."	MIDAS-ISG:WS-000391	null	Health Proctection Scotland	null	null	null	http://www.hps.scot.nhs.uk/resp/surveillance.aspx	null	PDF	null	null	Scotland	5019	GB	null	null	null	null	Measles virus in United Kingdom of Great Britain and Northern Ireland	http://www.pitt.edu/obc/IDE_0000003884
Survey and Assessment of Vietnamese Youth (SAVY) for HIV in 2003	"This website with data contains survey data about health status of adolescents in Vietnam conducted in 2003 in XLSX format. Spatial coverage is sub-country, and spatial resolution is province. Temporal coverage is 2015, and temporal resolution is yearly. Available for log-in users."	MIDAS-ISG:WS-000519	null	National Archive of Computerized Data on Aging	null	null	null	http://www.icpsr.umich.edu/icpsrweb/NACDA/studies/24387	null	XLSX; TSV	null	null	Viet Nam	5129	VN	null	null	null	null	HIV-1 in Viet Nam	http://www.pitt.edu/obc/IDE_0000004219
"Survey Data on HIV and Syphilis, by the Ministry of Health of Malawi, 2003-2016"	"This website with data contains data about HIV and syphilis and HIV program data in Malawi from 2003 -2016 and 2013-2016 year in PDF and XLS format. Spatial coverage is country, and spatial resolution is region, district, site. Temporal coverage is 2003-2016 and 2013-2016, and temporal resolution is yearly and quarterly. Open access."	MIDAS-ISG:WS-000221	null	"Department of HIV & AIDS, Ministry of Health of Malawi"	null	null	null	http://www.hiv.health.gov.mw/index.php/our-documents	null	PDF; XLS	null	null	Malawi	5139	MW	null	null	null	null	HIV-1 in Malawi	http://www.pitt.edu/obc/IDE_0000004278
"Tanzania Demographic and Health Survey Results on Demographics, Morbidity and Vaccination Coverage"	"This website with data contains data about vaccination coverage, acute respiratory infection, diarrhoeal diseases, treatment of children with fever, coverage of HIV testing in Tanzania for 2010 and 2015/2016 year in PDF format. Spatial coverage is country, and spatial resolution is country, zone, region. Temporal coverage is 2010, 2015/2016 year, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000441	null	"Ministry of health, community development, gender, elderly and children of Tanzania"	null	null	null	http://www.moh.go.tz/en/reports	null	PDF	null	null	Tanzania	5114	TZ	null	null	null	null	Plasmodium falciparum in Tanzania	http://www.pitt.edu/obc/IDE_0000000397
The Chile Department of Health Statistics and Information Database on Compulsary Notifiable Infectious Diseases	This website with data contains data about compulsary notifiable infectious diseases from the Department of Health Statistics and Information of Chile. Restricted access.	MIDAS-ISG:WS-000091	null	The Department of Health Statistics and Information of Chile	null	null	null	http://www.deis.cl/descargar-bases-de-datos/	null	unknown	null	null	Chile	4956	CL	null	null	null	null	HIV-1 in Chile	http://www.pitt.edu/obc/IDE_0000004268
The Epidemiological Situation of Rabies in Tunisia by the National Rabies Control Commission	"This website with data contains data about cases of rabies and infectious diseases in Tunisia for 2013-2015 and 2010-2014 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2013-2015 and 2010-2014 year, and temporal resolution is yearly and trimestre. Open access."	MIDAS-ISG:WS-000456	null	The National Rabies Control Commission	null	null	null	http://www.rage.tn/Fr/situation-en-tunisie_11_269	null	PDF	null	null	Tunisia	5117	TN	null	null	null	null	Rabies virus in Tunisia	http://www.pitt.edu/obc/IDE_0000004602
"The HIV databases on HIV genetic sequences and immunological epitopes of the U.S. Department of Energy's National Nuclear Security Administration, 1987-2013"	"This database contains data about HIV sequence, vaccine, immunology, Hepatitis C virus, and HFV/Ebola from 1987 to 2013 in HTML format. Spatial coverage is unknown, and spatial resolution is unknown. Temporal coverage 1987-2013, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000501	null	"Los Alamos National Security, the U.S. Department of Energy's National Nuclear Security Administration"	null	null	null	https://www.hiv.lanl.gov/content/index	null	HTML	null	null	Earth	544694	null	null	null	null	null	HIV-1 in the United States	http://www.pitt.edu/obc/IDE_0000000230
"The Quarterly New Zealand Public Health Surveillance Report, 2003-2017"	"This website with data contains data about notifiable diseases in New Zealand at country level with a yearly temporal resolution from 2003 to 2017 in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2003-2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000334	null	New Zealand Public Health Surveillance	null	null	null	https://surv.esr.cri.nz/surveillance/NZPHSR.php	null	PDF	null	null	New Zealand	5063	NZ	null	null	null	null	Neisseria meningitidis in New Zealand	http://www.pitt.edu/obc/IDE_0000004623
The Rwanda Demographic and Health Survey Data	"This website with data contains data about vaccinations, prevalence and treatment of symptoms of ARI, prevalence and treatment of fever and diarrhea in Rwanda for 1992, 1996, 2000, 2005, 2007/08, 2010, 2014/2015 year in PDF, XLS, PPT format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1992, 1996, 2000, 2005, 2007/08, 2010, 2014/2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000379	null	National Institute of Statistics Rwanda	null	null	null	http://www.statistics.gov.rw/datasource/demographic-and-health-survey-dhs	null	PDF; XLS; PPT	null	null	Rwanda	5078	RW	null	null	null	null	HIV-1 in Rwanda	http://www.pitt.edu/obc/IDE_0000004179
"Timor-Leste Health Statistics by WHO, 2002-2015"	"This website with data contains data about infectious disease from Timor-Leste at country level with a yearly temporal resolution from 2002 to 2015 in CVS, XML, and JSON format. Open access."	MIDAS-ISG:WS-000449	null	World Health Organization	null	null	null	http://apps.who.int/gho/data/node.country.country-TLS?lang=en	null	CSV; XML; JSON	null	null	Timor-Leste	5130	TL	null	null	null	null	HIV-1 in Timor-Leste	http://www.pitt.edu/obc/IDE_0000004315
"Tuberculosis, HIV, and Leprosy cases by WHO"	"This website with data contains data about infectious disease from Maldives at country level with a yearly temporal resolution from 2002 to 2015 in CVS, XML, and JSON format. Open access."	MIDAS-ISG:WS-000224	null	World Health Organization	null	null	null	http://apps.who.int/gho/data/node.country.country-MDV?lang=en	null	CSV; XML; JSON	null	null	Maldives	5037	MV	null	null	null	null	HIV-1 in Maldives	http://www.pitt.edu/obc/IDE_0000004141
"Vaccination and Notifiable Infectious Disease of Institute of Public Health of Montenegro, 2006-2014"	"This website with data contains data about immunization coverage and incidences of infectious diseases in Montenegro from 2006 to 2014 year in PDF format. Spatial coverage is country, and spatial resolution is country, community. Temporal coverage is 2006-2014 and 1996-2014, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000250	null	Institute of Public Health of Montenegro	null	null	null	http://www.ijzcg.me/kategorija/podrucje-djelovanja/podaci/godisnjaci-podaci/	null	PDF	null	null	Montenegro	5187	ME	null	null	null	null	HIV-1 in Montenegro	http://www.pitt.edu/obc/IDE_0000004555
Vaccination Coverage and Incidences of Infectious Diseases of the Mongolian Statistical Information Service	"This database contains data about mortality, Live birth, Infectious diseases, by month, Immunization coverage for infants, Incidence of communicable diseases, by type of disease and region, demographic in Mongolia for 2009-2017, 2010-2016, 2010-2015 year in XLX, CSV, TXT format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2009-2017, 2010-2016, 2010-2015, and temporal resolution is monthy, yearly. Open access."	MIDAS-ISG:WS-000248	null	Mongolian Statistical Information Service	null	null	null	http://www.1212.mn/stat.aspx?LIST_ID=976_L21	null	XLX; CSV; TXT	null	null	Mongolia	5020	MN	null	null	null	null	Hepatitis B virus in Mongolia	http://www.pitt.edu/obc/IDE_0000004575
"Vaccination Coverage and Infectious Diseases in Jordan, 1990-2016"	"This website with data contains data about number of cases in communicable diseases by health districts, 1990-2016; diarrhea, 1995-2016, immunization coverage, 1990-2016, number of cases and incidence rate of some diseases, 1996-2016, cummulative AIDS/HIV, 1986-2016, cancer cases distribution, 1996-2013, pulmonary cases, 1992-2016 in Jordan in HTML format. Spatial coverage is country, and spatial resolution is country, directorate. Temporal coverage is 1990-2016, 1995-2016, 1996-2016, 1986-2016, 1996-2013, 1992-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000198	null	Ministry of Health of Hashemite Kingdom of Jordan	null	null	null	http://www.moh.gov.jo/Pages/viewpage.aspx?pageID=240	null	HTML	null	null	Jordan	4993	JO	null	null	null	null	HIV-1 in Jordan	http://www.pitt.edu/obc/IDE_0000004171
"Vaccination Coverage and Infectious Diseases in Libya, 1990-2009"	"This dataset contains data about measles cases and vaccination against measles in Libya and other Middle East countries from 1990 to 2009 year in PDF format. Spatial coverage is multi-country, and spatial resolution is country. Temporal coverage is 1990-2009, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000211	null	The National Center for Disease Control	null	null	null	https://ncdc.org.ly/file/doc/1/pdf/3.pdf	null	PDF	null	null	Libya	5025	LY	null	null	null	null	Measles virus in Libyan Arab Jamahiriya	http://www.pitt.edu/obc/IDE_0000004598
Vaccination Coverage and Laboratory Confirmed Reports of Infectious Diseases of the Government of the United Kingdom	"This website with data contains data about microbiological and epidemiological data, including vaccine coverage reports, published in the weekly health protection reports in the United Kingdom by infection types and years in XLSX, PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage varies, and temporal resolution is weekly, yearly. Open access."	MIDAS-ISG:WS-000477	null	GOV.UK	null	null	null	https://www.gov.uk/government/collections/health-protection-report-latest-infection-reports	null	XLSX; PDF	null	null	United Kingdom	5019	GB	null	null	null	null	HIV-1 in United Kingdom of Great Britain and Northern Ireland	http://www.pitt.edu/obc/IDE_0000004123
Vaccination Coverage in Chile	"This website with data contains data about immunization coverage among the population in Chile at country, region and commune level with yearly temporal resolution from 2005 to 2012 in XLSX format in Spanish. Open access."	MIDAS-ISG:WS-000094	null	The Department of Health Statistics and Information of Chile	null	null	null	http://www.deis.cl/cobertura/	null	XLSX	null	null	Chile	4956	CL	null	null	null	null	humans in Chile	http://www.pitt.edu/obc/IDE_0000000872
"Vaccination Coverage of the National Health Service of England, 2013-2017"	"This website with data contains data about vaccination coverage in England from 2013 to 2017 in XLSX, XLS, PDF, ZIP format. Spatial coverage is country, and spatial resolution is area. Temporal coverage is 2013-2017, and temporal resolution is 12 months, 24 months, 5 years. Open access."	MIDAS-ISG:WS-000474	null	NHS England	null	null	null	https://www.england.nhs.uk/statistics/statistical-work-areas/child-immunisation/	null	XLSX; XLS; PDF; ZIP	null	null	United Kingdom	5019	GB	null	null	null	null	humans in United Kingdom of Great Britain and Northern Ireland	http://www.pitt.edu/obc/IDE_0000000975
Vaccination Coverage Percentage for Countries and Territories of the Americas	"This website with data contains data about vaccination coverage of DTP 3, Measles MMR1, and MMR2 from Aruba at country level with a yearly temporal resolution from 2007 to 2010 in PDF format. Open access."	MIDAS-ISG:WS-000021	null	"World Health Organization, PAHO"	null	null	null	http://www.paho.org/data/index.php/en/mnu-topics/immunizations/296-vaccination-coverage-by-country.html	null	PDF	null	null	Aruba	4971	AW	null	null	null	null	humans in the United States	http://www.pitt.edu/obc/IDE_0000000021
"Vaccination Coverage Reports by Ireland, 2006-2015"	"This website with data contains data about immunisation rates in Ireland from 2006 to 2015 year in XLS, CSV format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2006-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000179	null	"Department of Health, Ireland"	null	null	null	http://health.gov.ie/publications-research/statistics/statistics-by-topic/childhood-immunisation/	null	XLS; CSV	null	null	Ireland	5174	IE	null	null	null	null	humans in Ireland	http://www.pitt.edu/obc/IDE_0000000965
"Vaccination Coverage Reports of the Ministry of Health of Seychelles, 2007-2017"	"This website with data contains data about vaccination coverage rates in Seychelles for 2007, 2011, and 2013-2017 year in TXT format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2007, 2011, 2013-2017 year, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000396	null	Ministry of Health of Seychelles	null	null	null	http://www.health.gov.sc/index.php/reports/	null	TXT	null	null	Seychelles	5122	SC	null	null	null	null	Staphylococcus aureus in Seychelles	http://www.pitt.edu/obc/IDE_0000004628
"Vaccination Coverage Reports of the National Services Scotland, 2011-2016"	"This website with data contains data about immunization rates in Scotland from 2011 to 2016 in XLSX format. Spatial coverage is country, and spatial resolution is NHS Board, Local Authority. Temporal coverage is 2011-2016, and temporal resolution is quarterly, yearly. Open access."	MIDAS-ISG:WS-000392	null	"ISD Scotland, NHS National Services Scotland"	null	null	null	http://www.isdscotland.org/Health-Topics/Child-Health/publications/data-tables.asp	null	XLSX	null	null	Scotland	5019	GB	null	null	null	null	humans in United Kingdom of Great Britain and Northern Ireland	http://www.pitt.edu/obc/IDE_0000000975
"Vaccination Coverage Reports of the Public Health Authority of the Republic of Slovakia, 2014-2016"	"This website with data contains data about evaluation of the administrative control of vaccination coverage in the Slovak Republic from 2014 to 2016 in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2014-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000408	null	Public Health Authority of the Republic of Slovakia	null	null	null	http://www.uvzsr.sk/index.php?option=com_content&view=article&id=2217&Itemid=117	null	PDF	null	null	Slovakia	5033	SK	null	null	null	null	humans in Slovakia	http://www.pitt.edu/obc/IDE_0000000897
"Vaccination Coverage, Morbidity and Mortality due to Vaccine-preventable Diseases by Sudan Health Observatory, 2010"	"This website with data contains data about vaccination, leading cases of deaths and morbidity, including tuberculosis, malaria and HIV/AIDS in Sudan in 2010 in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2010, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000428	null	Sudan Health Observatory	null	null	null	http://sho.gov.sd/controller/index.php?mid=107&lid=1	null	HTML	null	null	Sudan	1217	SD	null	null	null	null	HIV-1 in Sudan	http://www.pitt.edu/obc/IDE_0000004200
Viet Nam WHO statistical profile 2015	"This website with data contains data about demographics and children immunization for Veit Nam at country level in 2015 in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000520	null	World Health Organization	null	null	null	http://www.who.int/gho/countries/vnm.pdf?ua=1	null	PDF	null	null	Viet Nam	5129	VN	null	null	null	null	Measles virus in Viet Nam	http://www.pitt.edu/obc/IDE_0000003876
Vital Statistics in Brazil	"This website with data contains Brazilian national statistical data at province level with a yearly temporal resolution from 1992 to 2016 in XLSX and PDF format in Portuguese. Spatial coverage is country, and spatial resolution is province. Temporal coverage is 1992-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000064	null	Brazilian Institute of Geography and Statistics	null	null	null	http://www.ibge.gov.br/home/estatistica/populacao/estimativa2016/default.shtm	null	"XLS,ODS; PDF"	null	null	Brazil	5000	BR	null	null	null	null	humans in Brazil	http://www.pitt.edu/obc/IDE_0000000049
Vital Statistics in Czechia	"This database contains data about demographic and vital statistics in the Czech Republic from 2004 to 2016 year in XLS, HML, PDF format. Spatial coverage is country, and spatial resolution is country, region, district, municipality. Temporal coverage is 2004-2016, and temporal resolution is yearly. Open acccess."	MIDAS-ISG:WS-000108	null	Czech Statistical Office	null	null	null	https://vdb.czso.cz/vdbvo2/faces/en/index.jsf?page=statistiky#katalog=30845	null	XLS; HML; PDF	null	null	Czechia	5102	CZ	null	null	null	null	humans in Czech Republic	http://www.pitt.edu/obc/IDE_0000000957
Vital Statistics in Denmark	"This database contains data about demographic, births and deaths in Denmark from 2006 to 2016 year in PX, XLSX, XLS, DBF, SAS, CSV, TXT, TSD, ASB format. Spatial coverage is country, and spatial resolution is country, region, municipality. Temporal coverags is 2006-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000112	null	Statistics Denmark	null	null	null	http://www.statbank.dk/10014	null	PX; XLSX; XLS; DBF; SAS; CSV; TXT; TSD; ASB	null	null	Denmark	5196	DK	null	null	null	null	Mycobacterium tuberculosis in Denmark	http://www.pitt.edu/obc/IDE_0000004490
"Vital Statistics of the Central Dissemination System of Turkey, 2009-2013"	"This database contains data about demographic, births and deaths in Turkey from 2009 to 2013 in CSV, XLS format. Spatial coverage is country, and spatial resolution is subcountry. Temporal coverage is 2009-2013, and temporal resolution is yearly."	MIDAS-ISG:WS-000457	null	"Central Dissemination System, Turkey"	null	null	null	https://biruni.tuik.gov.tr/medas/?kn=114&locale=en	null	CSV; XLS	null	null	Turkey	5100	TR	null	null	null	null	humans in Turkey	http://www.pitt.edu/obc/IDE_0000000900
"Vital Statistics of the Department of Health Statistics and Information of Chile, 2007-2014"	"This website with data contains data about births and mortality rates from Chile at country, region and commune level with yearly temporal resolution from 2007 to 2014 in XLSX format in Spanish. Open access."	MIDAS-ISG:WS-000092	null	The Department of Health Statistics and Information of Chile	null	null	null	http://www.deis.cl/estadisticas-de-natalidad-y-mortalidad/	null	XLSX	null	null	Chile	4956	CL	null	null	null	null	Bordetella pertussis in Chile	http://www.pitt.edu/obc/IDE_0000004590
Vital Statistics of the Government of Malta	"This website with data contains data about demographic, births and deaths in Malta from 2005 to 2015 year in HTML, SDMX-ML, XLS, PDF format. Spatial coverage is country, and spatial resolution is country, region, city. Temporal coverage si 2005-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000229	null	National Statistics Office of Malta	null	null	null	https://nso.gov.mt/statdb/start	null	HTML; SDMX-ML; XLS; PDF	null	null	Malta	5006	MT	null	null	null	null	humans in Malta	http://www.pitt.edu/obc/IDE_0000000856
Vital Statistics of the Republic of Albania	"This website with data contains data about mortality, population by age and year, births and abortions in Albania for 2001-2017, 1990-2010, 1990-2016 year in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2017, 1990-2010, 1990-2016, and temporal resolution is yearly. Open acccess."	MIDAS-ISG:WS-000004	null	INSTAT	null	null	null	http://www.instat.gov.al/al/temat/treguesit-demografik%C3%AB-dhe-social%C3%AB/lindjet-vdekjet-dhe-martesat/#tab2	null	XLSX	null	null	Albania	5147	AL	null	null	null	null	humans in Albania	http://www.pitt.edu/obc/IDE_0000000958
Vital Statistics of the Republic of Andorra	"This website with data contains data about vital statistics in Andorra by age from 1994 to 2015 in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage us 1994-2015, and temporal resolution is 4 years. Open access."	MIDAS-ISG:WS-000007	null	The Government of Andorra	null	null	null	http://www.salut.ad/temes-de-salut/salut-natalitat-i-mortalitat	null	PDF	null	null	Andorra	5109	AD	null	null	null	null	HIV-1 in Andorra	http://www.pitt.edu/obc/IDE_0000004113
Vital Statistics of the Republic of Andorra	"This website with data contains data about demographic, mortality rate, gender statistics in Andorra from 2009 to 2016 in XLSX, CSV format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2009-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000009	null	The Government of Andorra	null	null	null	http://www.estadistica.ad/serveiestudis/web/index.asp#	null	XLSX; CSV	null	null	Andorra	5109	AD	null	null	null	null	humans in Andorra	http://www.pitt.edu/obc/IDE_0000000804
Weather Automatic Monitoring Module by Brazil	"This database contains data about climate from Brazil from 2013 to 2017 in JSON format in Portuguese. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2013-2017, and temporal resolution is hourly. Open access."	MIDAS-ISG:WS-000062	null	REDEMET blog (The Meteorological Network of the Aeronautical Command) in Brazil	null	null	null	http://www.redemet.aer.mil.br/?i=blog&id=2364	null	JSON	null	null	Brazil	5000	BR	null	null	null	null	abiotic ecosystem in Brazil	http://www.pitt.edu/obc/IDE_0000000046
"Weekly and Periodic Reports on Infectious Diseases in Israel, 2000-2017"	"This website with data contains data about weekly incindences of infectious diseaes in Israel from 2000 to 2017 year in XLSX format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2000-2017, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000180	null	The Ministry of Health of Israel	null	null	null	http://www.health.gov.il/UnitsOffice/HD/PH/epidemiology/Pages/epidemiology_report.aspx	null	XLSX	null	null	Israel	5188	IL	null	null	null	null	HIV-1 in Israel	http://www.pitt.edu/obc/IDE_0000004211
