title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus
Health Data on HIV, Malaria, and Syphilis cases of the Ministry of Health of Tanzania, 2014-2016	This database contains data about antenatal care, antenatal care integration rate, labour and delivery Indicators, newborn care indicators , postnatalcare indicators, gender based violence and vacuum extraction indicators, cervical cancer Indicators, total population counts in Tanzania from 2014 to 2016 year in HTML and CSV format. Spatial coverags is country, and spatial resolution is country and region. Temporal coverage is 2014-2016, and temporal resolution is yearly. Open access.	MDC:WS-000442	null	Ministry of Health of Tanzania	null	null	null	https://hmisportal.moh.go.tz/hmisportal/#/home	null	HTML; CSV	null	null	Tanzania	5114	TZ	null	null	null	null
Tanzania Demographic and Health Survey Results on Demographics, Morbidity and Vaccination Coverage	This website with data contains data about vaccination coverage, acute respiratory infection, diarrhoeal diseases, treatment of children with fever, coverage of HIV testing in Tanzania for 2010 and 2015/2016 year in PDF format. Spatial coverage is country, and spatial resolution is country, zone, region. Temporal coverage is 2010, 2015/2016 year, and temporal resolution is yearly. Open access.	MDC:WS-000441	null	Ministry of health, community development, gender, elderly and children of Tanzania	null	null	null	http://www.moh.go.tz/en/reports	null	PDF	null	null	Tanzania	5114	TZ	null	null	null	null
Survey Data on HIV and Syphilis, by the Ministry of Health of Malawi, 2003-2016	This website with data contains data about HIV and syphilis and HIV program data in Malawi from 2003 -2016 and 2013-2016 year in PDF and XLS format. Spatial coverage is country, and spatial resolution is region, district, site. Temporal coverage is 2003-2016 and 2013-2016, and temporal resolution is yearly and quarterly. Open access.	MDC:WS-000221	null	Department of HIV & AIDS, Ministry of Health of Malawi	null	null	null	http://www.hiv.health.gov.mw/index.php/our-documents	null	PDF; XLS	null	null	Malawi	5139	MW	null	null	null	null
Annual Reports on Notifiable Infectious Diseases of the Ministry of Health of Swaziland, 2010-2011	This website with data contains data about tuberculosis, diarrheal diseases, STIs, HIV/AIDS, notified cases in Swaziland from 2010 to 2011 year in PDF format. Spatial coverage is country, and spatial resolution is country and region. Temporal coverage is 2010-2011, and temporal resolution is yearly. Open access.	MDC:WS-000430	null	Ministry of Health of Swaziland	null	null	null	http://www.gov.sz/index.php?option=com_content&view=article&id=751&Itemid=599	null	PDF	null	null	Swaziland	5086	SZ	null	null	null	null
Annual Health Bulletins of the Ministry of Health and Sanitation of Sierra Leone, 2015-2017	This website with data contains data about Ebola cases in Sierra Leone in 2015-2017 years in PDF format. Spatial coverage is country, and spatial resolution is national and district. Temporal coverage is 2015-2017 years, and temporal resolution is yearly. Open access.	MDC:WS-000398	null	Ministry of Health and Sanitation of Sierra Leone, Online Portal	null	null	null	https://mohs-portal.net/news-archives/bulletins/	null	PDF	null	null	Sierra Leone	11	SL	null	null	null	null
Demographic and Health Survey (DHS) Reports for Senegal	This website with data contains data about vaccinations, prevalence and treatment of symptoms of ARI, prevalence and treatment of fever and diarrhea in Senegal fror 1986, 1993, 1997, 2010-2015 year in PDF format. Spatial coverage is 1986, 1993, 1997 , 2010-2015 year, and spatial resolution is yearly. Open access.	MDC:WS-000393	null	National Agency for Statistics and Demography of Senegal	null	null	null	http://www.ansd.sn/index.php?option=com_ansd&view=titrepublication&id=38	null	PDF	null	null	Senegal	5083	SN	null	null	null	null
Zimbabwe National Health Profile, 2009-2014	This website with data contains data about notifiable diseases, morbidity, HIV/AIDS, tuberculosis, acute respiratory diseases, malaria, diarrhoae and dysentery, leprosy, schistosomiasis in Zimbabwe from 2009 to 2014 year in PDF format. Spatial coverage is country, and spatial resolution is country and province. Temporal coverage is 2009-2014, and temporal resolution is yearly. Open access.	MDC:WS-000526	null	Zimbabwe National Statistics Agency	null	null	null	http://www.zimstat.co.zw/health-and-vital	null	PDF	null	null	Zimbabwe	5038	ZW	null	null	null	null
An Overview of the Health Situation in Peru, 1999-2016	This website with data contains overview reports about the health situation in Peru from 1999 to 2016 in PDF format in Spanish. Temporal resolution is yearly. Open access.	MDC:WS-000359	null	National Center for Epidemiology, Prevention and Control of Diseases, The Ministry of Health of Peru	null	null	null	http://www.dge.gob.pe/portal/index.php?option=com_content&view=article&id=405&Itemid=353	null	PDF	null	null	Peru	5141	PE	null	null	null	null
Statistical Reports on STDs and Vaccination Coverage of the Palestinian Ministry of Health, 2009-2015	This website with data contains data about rate of vaccination coverage and incidences of communicable diseases in Palestine from 2009 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, governorate. Temporal coverage is 2009-2015, and temporal resolution is yearly. Open access.	MDC:WS-000349	null	The Palestinian Ministry of Health	null	null	null	http://www.moh.ps/index/Books/BookType/2/Language/ar	null	PDF	null	null	Palestine	4984	PS	null	null	null	null
Weekly Influenza Surveillance Reports of the Public Health Association of Turkey, 2015-2017	This website with data contains data about weekly influenza cases in Turkey from 2015 to 2017 year in PDF format. Spatial resolution is country-level and temporal resolution is weekly time intervals. Open access.	MDC:WS-000460	null	Public Health Association of Turkey	null	null	null	http://www.thsk.gov.tr/arama.html?q=Haftal%C4%B1k+%C4%B0nfluenza+%28Grip%29+S%C3%BCrveyans+Raporu	null	PDF	null	null	Turkey	5100	TR	null	null	null	null
Annual Tuberculosis Data of the U.S. Centers for Disease Control and Prevention, 1993-2014	This website with data contains data about tuberculosis by demographic and risk factors in the United States from 1993 to 2014 in HTML and TXT format.Spatial coverage is country, and spatial resolution is state. Temporal coverage is 1993-2014, and temporal resolution is yearly. Open access.	MDC:WS-000499	null	Centers for Disease Control and Prevention	null	null	null	https://wonder.cdc.gov/TB-v2014.html	null	HTML; TXT	null	null	United States	1216	US	null	null	null	null
Weekly Reports on Ebola virus cases of the Ministry of Health of Oman	This website with data contains data about incidences of Ebola virus in Oman for 2014 year in PDF format. Spatial coverage is country, and spatial resoluiton is country. Temporal coverage is 2014, and temporal resolution is weekly. Open access.	MDC:WS-000346	null	Ministry of Health of Oman	null	null	null	https://www.moh.gov.om/ar_OM/ebola	null	PDF	null	null	Oman	5060	OM	null	null	null	null
Population Surveys Demographics and Chronic Disease in Chile	This website with data contains data about the Chilean population, characterized by an increase in life expectancy, an increase in the proportion of older adults and the prevalence of chronic and degenerative diseases at country level with a yearly temporal resolution from 2003 to 2017 in PDF format in Spanish. Open access.	MDC:WS-000088	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://epi.minsal.cl/encuestas-poblacionales/	null	PDF	null	null	Chile	4956	CL	null	null	null	null
Annual Data on Demographics, Vital Statistics and Malaria, Tuberculosis and Rabies cases of the Ministry of Public Health and Population of the Republic of Yemen, 2004-2014	This website with data contains data about demographic, vital statistics, incidences of morbidity by ICD and notifiable infectious diseases and immunization coverage in Yemen from 2004 to 2014 year in PDF format. Spatila coverage is country, and spatial resolution is country and governorate. Temporal coverage is 2004-2014, and temporal resolution is yearly. Open access.	MDC:WS-000523	null	Ministry of Public Health and Population of the Republic of Yemen	null	null	null	http://www.mophp-ye.org/arabic/reports_statistical.html	null	PDF	null	null	Yemen	5005	YE	null	null	null	null
Annual Indicators on Morbidity and Infectious Disease of the Republic of Armenia	This website with data contains data about morbidity and incidences of HIV/AIDS in Armenia from 2015 to 2016 year in PDF format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2015-2016, and temporal resolution is yearly. Open access.	MDC:WS-000017	null	The Ministry of Health of Armenia	null	null	null	http://www.moh.am/#1/95	null	PDF	null	null	Armenia	4985	AM	null	null	null	null
Annual Reports on Demographics, Vaccination Coverage and Selected Infectious Diseases of the Ministry of Health and Community Protection of United Arab Emirates	This website with data contains data about diagnosed diseases at primary health care centers, mortality by cause, sex, nationality and district for the 2010 and 2012, malaria cases for the 2010 year, notifiable infectious diseases by medical district and nationality from 2008 to 2013 year, immunzation coverage from 2008 to 2010 year, vital statistics from 1999 to 2008 year in United Arab Emirates in XLSX format. Spatial coverage is country, and spatial resolution is country and medical districts. Temporal coverage is 2010, 2012, 2008-2013, 2008-2010, 1999-2008, and temporal resolution is yearly. Open access.	MDC:WS-000473	null	Ministry of Health and Community Protection of United Arab Emirates	null	null	null	http://www.mohap.gov.ae/ar/OpenData/Pages/default.aspx#57f8f9ad-0795-4869-96f0-a3f1eceeefca=%7B%22k%22%3A%22%22%2C%22r%22%3A%5B%7B%22n%22%3A%22MOHArOpenDataCategory%22%2C%22t%22%3A%5B%22%5C%22%C7%82%C7%82d8a5d8add8b5d8a7d8a6d98ad8a7d8aa%5C%22%22%5D%2C%22o%22%3A%22and%22%2C%22k%22%3Afalse%2C%22m%22%3Anull%7D%5D%7D	null	XLSX	null	null	United Arab Emirates	5127	AE	null	null	null	null
Annual Reports on Infectious Diseases in Malaysia, 2000-2011	This website with data contains anualy publications in terms of Health Facts (2000-2010), Annual Report(2002-2011), Malaysia's Health(2004-2008), and Health Indicators (2003-2010) from Malaysia at country level with a yearly temporal resolution in PDF format in English. Open access.	MDC:WS-000222	null	Ministry of Health of Malaysia	null	null	null	http://www.moh.gov.my/english.php/pages/view/196	null	PDF	null	null	Malaysia	4967	MY	null	null	null	null
Climate, Population Data and HIV Reports of the General Statistics Office of Viet Nam, 2011-2015	This database contains data about HIV (2011-2015), climate (2002-2015), population (1990-2015) in Viet Nam in PX, CSV, and Excel format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2011-2015, and temporal resolution is yearly. Open access.	MDC:WS-000514	null	General Statistics Office of Viet Nam	null	null	null	http://www.gso.gov.vn/default_en.aspx?tabid=783	null	PX; CSV; Excel	null	null	Viet Nam	5129	VN	null	null	null	null
Database on health indicators and infectious diseases of the Republic of Armenia	This database contains data about demographic, vaccination, prevalence of HIV, malaria, tuberculosis in Armenia by region from 1993 to 2016 in HTML, XML, XLSX format. Spatial coverage is country, and spatial resolutoion is region. Temporal coverage is 1993-2016, and temporal resolution is yearly. Open access.	MDC:WS-000018	null	DevInfo	null	null	null	http://www.armdevinfo.am/	null	HTML; XML; XLSX	null	null	Armenia	4985	AM	null	null	null	null
Demographic Data and Vaccination Coverage reports in Cambodia	This website with data contains data about demographics, births, antenatal care and utilization of health services in Cambodia at province or country level with a yearly temporal resolution in PDF format. Open access.	MDC:WS-000076	null	The Department of Planning and Health Information, Ministry of Health of Cambodia	null	null	null	http://www.hiscambodia.org/public/health_statistic_en.php?m=6	null	PDF	null	null	Cambodia	5140	KH	null	null	null	null
Annual Data on HIV, AIDS, Tuberculosis and Measles of theMinistry of Health of the Republic of Turkey, 2002-2014	This website with data contains data about incidences of AIDS, tuberculosis, measles in Turkey from 2002 to 2014 year in PDF format. Spatial coverage is country, and spatial resoluation is country. Temporal coverage is 2002-2014, and temporal resolution is yearly. Open access.	MDC:WS-000459	null	Ministry of Health of the Republic of Turkey	null	null	null	http://www.saglik.gov.tr/TR,11588/istatistik-yilliklari.html	null	PDF	null	null	Turkey	5100	TR	null	null	null	null
Demographics, Vaccination Coverage, and Selected Morbidity Indicators of the Syrian Ministry of Health	This website with data contains data about main health indicators, such as demographics, morbidity and immunization coverage in Syria in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is unknown, and temporal resolution is unknown. Open access.	MDC:WS-000438	null	Syrian Ministry of Health	null	null	null	http://www.moh.gov.sy/Default.aspx?tabid=248&language=en-US	null	HTML	null	null	Syrian Arab Republic	4997	SY	null	null	null	null
Health profile on Tuberculosis, Malaria and mortality in Democratic People's Republic of Korea	This website with data contains data about infectious disease from DPR Korea at country level with a yearly temporal resolution from 2002 to 2015 in CVS, XML, and JSON format. Open access.	MDC:WS-000109	null	World Health Organization	null	null	null	http://apps.who.int/gho/data/node.country.country-PRK?lang=en	null	CSV; XML; JSON	null	null	Democratic People's Republic of Korea	4969	KP	null	null	null	null
Health Statistics on Tuberculosis, Malaria, and HIV cases in Myanmar, 2002-2015	This website with data contains data about infectious disease from Myanmar at country level with a yearly temporal resolution from 2002 to 2015 in CVS, XML, and JSON format. Open access.	MDC:WS-000316	null	World Health Organization	null	null	null	http://apps.who.int/gho/data/node.country.country-MMR?lang=en	null	CSV; XML; JSON	null	null	Myanmar	5054	MM	null	null	null	null
Population Data and Tuberculosis Cases in Kazakhstan, 2014-2016	This website with data contains data about incidences of tuberculosis, 2016 and morbidity, 2014-2016 in the Republic of Kazakhstan. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2014-2016, and temporal resolution is yearly. Open access.	MDC:WS-000200	null	Ministry of National Economy of the Republic of Kazakhstan, Committee on Statistics	null	null	null	http://stat.gov.kz/faces/wcnav_externalId/homeNumbersHealthCare?lang=ru&_adf.ctrl-state=d4aayrjc8_4&_afrLoop=2852508813700863#%40%3F_afrLoop%3D2852508813700863%26lang%3Dru%26_adf.ctrl-state%3D1c5ou4cwym_17	null	XLSX	null	null	Kazakhstan	5192	KZ	null	null	null	null
Population Data of the Federal State Statistics Sevices of Russia	This website with data contains data about demographic, births and deaths in the Federation of Russia from 1917 to 2017 in XLSX format. Spatial coverage is country, and spatial resolution is city, village. Temporal coverage is 1997-2017, and temporal resolution is yearly. Open access.	MDC:WS-000374	null	Federal State Statistics Sevices of Russia	null	null	null	http://www.gks.ru/wps/wcm/connect/rosstat_main/rosstat/ru/statistics/population/demography/#	null	XLS	null	null	Russia	5110	RU	null	null	null	null
Vaccination Coverage and Incidences of Infectious Diseases of the Mongolian Statistical Information Service	This database contains data about mortality, Live birth, Infectious diseases, by month, Immunization coverage for infants, Incidence of communicable diseases, by type of disease and region, demographic in Mongolia for 2009-2017, 2010-2016, 2010-2015 year in XLX, CSV, TXT format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2009-2017, 2010-2016, 2010-2015, and temporal resolution is monthy, yearly. Open access.	MDC:WS-000248	null	Mongolian Statistical Information Service	null	null	null	http://www.1212.mn/stat.aspx?LIST_ID=976_L21	null	XLX; CSV; TXT	null	null	Mongolia	5020	MN	null	null	null	null
Weekly Epidemiological Bulletins of the Republic of Argentina	This website with data contains data about notifitious diseases from Argentina at country level with a weekly temporal resolution from 2009 to 2017 in PDF format in Spanish. Open access.	MDC:WS-000016	null	Ministry of Health of the Republic of Argentina	null	null	null	http://www.msal.gob.ar/index.php/home/boletin-integrado-de-vigilancia	null	PDF	null	null	Argentina	4977	AR	null	null	null	null
Data on Notifiable Diseases in Chile	This website with data contains data about compulsory notifiable diseases from Chile at province or country level with a yearly temporal resolution in PDF format in Spanish. Open access.	MDC:WS-000087	null	The Department of Epidemiology of the Ministry of Health of Chile	null	null	null	http://epi.minsal.cl/enfermedades-de-notificacion-obligatoria/	null	PDF	null	null	Chile	4956	CL	null	null	null	null
Demographics, Morbidity, Infectious Diseases and Mortality in Cuba	This website with data contains data about population and mortality in Cuba at country level with a yearly temporal resolution form 1995 to 2016 in PDF format. Open access.	MDC:WS-000104	null	National Information Center of Medical Sciences	null	null	null	http://bvscuba.sld.cu/anuario-estadistico-de-cuba/	null	PDF	null	null	Cuba	5183	CU	null	null	null	null
STD and HIV case reports of the National Institute for Public Health and the Environment of Netherlands	This website with data contains data about STDs in Netherlands from 2007 to 2016 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2007-2016, and temporal resolution is yearly. Open access.	MDC:WS-000326	null	RIVM, National Institute for Public Health and the Environment, Netherlands	null	null	null	http://www.rivm.nl/en/Search?searchbase=0&sp=H4sIAAAAAAAAAGWNywqDMBBFfyXM2kVb6KKCO0FLHyCF0kU2aTKaQIxtHqCI%2F97ooghuhjOXO2dGMJ1A3XHmVWfWDCmMFDyFlMIg%2B9uehb56hUteFDJXp%2FJaZRmFhEJtls76dsmV2OSbzqeNnZpphxMk4JBZLt%2FMYXy%2Bi8E3oB0iP7APTOuBeMuMa5X3KIgyNfLZ5JLIXAehTEPK83NeiZdI7hin1cwI97dHQTPrD0eYfn6vdYL9AAAA&nodelocation=550a1585-53ab-4a41-8a55-cc3ae87ec6b1&freetext=Sexually+transmitted+infections%2C+including+HIV%2C+in+the+Netherlands	null	PDF	null	null	Netherlands	5197	NL	null	null	null	null
Weekly Notifiable Infectious Diseases Reports by India	This website with data contains data about alerts and outbreaks from in India from 2009 to 2017 in PDF format. Spatial coverage is country, and spatial resolution is country, state, district. Temporal coverage is 2009-2017, and temporal resolution is weekly. Open access.	MDC:WS-000173	null	Ministry of Health and Family Wellfare, the Government of India	null	null	null	http://idsp.nic.in/index4.php?lang=1&level=0&linkid=406&lid=3689	null	PDF	null	null	India	5180	IN	null	null	null	null
Weekly Statistical Reports on Notifiable Diseases of the Department of Health of Puerto Rico	This website with data contains data about Weekly Chikungunya Case Surveillance Report (2014-2016), Weekly Dengue Surveillance Report (2014-2016), Tuberculosis (2012-2015), General Data on STDs 2007-2006 from Puerto Rico at country level with a yearly temporal resolution in PDF format. Spatial coverage is country, and spatial resolution is country, region, city. Open access.	MDC:WS-000369	null	The Department of Health of Puerto Rico	null	null	null	http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/default.aspx	null	PDF	null	null	Puerto Rico	1607	PR	null	null	null	null
Annual Epidemiological Bulletins of The Ministry of Health of Uruguay	This website with data contains data about epidemiological bulletin from Uruguay at country level in 2016 and 2017 including the past decade data in PDF format in Spanish. Temporal resolution is yearly. Open access.	MDC:WS-000507	null	The Ministry of Health of Uruguay	null	null	null	http://www.msp.gub.uy/publicaciones/epidemiolog%C3%ADa/datos-boletines-recomendaciones	null	PDF	null	null	Uruguay	5098	UY	null	null	null	null
Epidemiological report on Zika virus in Venezuela	This website with data contains data about Zika and Dengue from Bolivarian Republic of Venezuela at province or country level with a yearly temporal resolution from 2015 to 2017 in PDF format. Open access.	MDC:WS-000055	null	World Health Organization, PAHO	null	null	null	http://www.paho.org/hq/index.php?option=com_docman&task=doc_view&gid=35134&Itemid=270	null	PDF	null	null	Bolivarian Republic of Venezuela	4995	VE	null	null	null	null
Weekly Avian Influenza Reports of Hong Kong SAR (China), 2013-2017	This website with data contains data about Avian Influenza Report (2013-2017,weekly), Health population suvey (2003-2004, 2005-2006) in Hong Kong in PDF format. Spatial coverage is country, and spatial resolution is states, municipality, region, province. Open access.	MDC:WS-000167	null	Center for Health Protection	null	null	null	http://www.chp.gov.hk/en/guideline1_year/29/134.html	null	PDF	null	null	Hong Kong SAR (China)	7399	HK	null	null	null	null
Reports on Vaccination Coverage and Selected Infectious Diseases in Indonesia	This website with data contains data about iAnnual reports on HIV/AIDS, tuberculosis, DHF, malaria, filariasis, leprosy, rabies, viral hepatitis in Indonesia from 2004 to 2016 in PDF format. Spatial coverage is country, and spatial resolution is country, province. Temporal coverage is 2004-2016, and temporal resolution is yearly. Open access.	MDC:WS-000175	null	The Ministry of Health - Kementerian Kesehatan of the Republic of Indonesia	null	null	null	http://www.depkes.go.id/folder/view/01/structure-publikasi-data-pusat-data-dan-informasi.html	null	PDF	null	null	Indonesia	4973	ID	null	null	null	null
HIV-infections in Estonia 1988-2008	This website with data contains data about incidences of HIV in Estonia by gender from 1988 to 2008 year in HTML format. Spatial resolution is at country-level, and temporal resolution is yearly. Open access.	MDC:WS-000124	null	Terviseamet, Estonia	null	null	null	http://www.terviseamet.ee/en/cdc/hiv-infections-in-estonia-1988-2008.html	null	HTML	null	null	Estonia	5059	EE	null	null	null	null
Annual reports on Infectious diseases in Finland, 2000-2015	This website with data contains data about incidences of infectious diseases in Finland from 2000 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2000-2015, and temporal resolution is yearly. Open access.	MDC:WS-000129	null	National Institue for Health and Welfare, Finland	null	null	null	https://www.thl.fi/en/web/infectious-diseases/surveillance/infectious-disease-register/infectious-diseases-in-finland-annual-reports	null	PDF	null	null	Finland	4974	FI	null	null	null	null
Infectious Diseases in Gerrnany, 2011-2017	This website with data contains data about incidences of infectious diseases in Germany from 2011 to 2017 in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2011-2017, and temporal resolution is yearly. Open access.	MDC:WS-000143	null	Robert Koch University	null	null	null	http://www.rki.de/DE/Content/Infekt/EpidBull/epid_bull_node.html	null	PDF	null	null	Germany	5029	DE	null	null	null	null
Notifiable Infectious Diseases in Iceland	This website with data contains data about notifiable diseases 1997-2016, statistics on HIV/AIDS 2000-2016, giargia by year and sex 1999-2016, chlamydia by months, age and sex 1997-2016,gonorrhea by year and sex 1997-2016, salmonella by month, sex, age ans source of infection 1997-2015, campylobacter by month, age, sex, and source of infection 1997-2015, other related registered diseases by month and year 1997-2010 and 2011-2015, vaccination coverage 2015 in Iceland in XLS format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1997-2015, 1997-2016, 1997-2010, 2000-2016, 2011-2015. Spatial resolution is yearly. Open access.	MDC:WS-000172	null	Statistics Iceland	null	null	null	http://www.landlaeknir.is/tolfraedi-og-rannsoknir/tolfraedi/allt-talnaefni/	null	XLS	null	null	Iceland	4982	IS	null	null	null	null
Morbidity Reports by ICD codes of the National Institute of Public Health of Poland	This website with data contains data about morbidity by ICD-10, sex and residency (country, city, village) in Poland from 2003 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, city, province. Temporal coverage is 2003-2015, and temporal resolution is yearly. Open access.	MDC:WS-000367	null	National Institute of Public Health of Poland	null	null	null	http://www.statystyka.medstat.waw.pl/wyniki/wyniki.htm	null	HMTL	null	null	Poland	4981	PL	null	null	null	null
Statistical Data on Incidences and Prevalence of Selected Infectious Diseases of the Government of Moldova	This website with data contains data about public health indicators, including STDs and selected infectious diseases in Moldova from 1999 to 2016 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 1999-2016, and temporal resolution is yearly. Open access.	MDC:WS-000242	null	Ministry of Health of Moldova	null	null	null	http://old2.ms.gov.md/date-statistice	null	PDF	null	null	Moldova	5112	MD	null	null	null	null
Monthly Epidemiological Information on Influenza of the Slovak Republic, 2015-2017	This website with data contains data about influenza incidences in the Slovak Republic from 2015-2017 in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2015-2017, and temporal resolution is monthly. Open access.	MDC:WS-000410	null	Epidemiological Information System of the Slovak Republic (EPIS)	null	null	null	http://www.uvzsr.sk/index.php?option=com_content&view=category&layout=blog&id=58&Itemid=64	null	HTML	null	null	Slovakia	5033	SK	null	null	null	null
Health Statistics Bulletin on Infectious Diseases in Cook Islands	This website with data contains data about population and diseases from Cook Islands at province level with monthly or yearly temporal resolution from 1999 to 2010 in PDF format. Open access.	MDC:WS-000100	null	The Ministry of Health in Cook Islands	null	null	null	http://www.health.gov.ck/resources/publications/health-statistics-bulletin/	null	PDF	null	null	Cook Islands	5108	CK	null	null	null	null
Demographic Data of the National Statistical Committee of the Republic of Ukraine	This website with data contains data about demographic in Ukraine by regions from 2013 to 2016 in HTML format. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2003-2016, and temporal resolution is yearly. Open access.	MDC:WS-000467	null	UkraineStat, National Statistical Committee of the Republic of Ukraine	null	null	null	https://ukrstat.org/operativ/operativ2016/ds/kn/kn_r/kn0516_r.html	null	HTML	null	null	Ukraine	4958	UA	null	null	null	null
Data on Communicable Diseases of the Government of Bahrain	This website with data contains data about foodborn illness (1994-2011), HIV/AIDS fact sheet 2013, infectious disease numbers and rates (1994-2010), sexually transmitted infections (1994-2013), Tuberculosis deaths (1994-2011) and TB incidence rates (1994 - 2010) from Bahamas at country level with yearly temporal resolution in PDF format. Open access.	MDC:WS-000034	null	The Ministry of Health of the Government of Bahamas	null	null	null	http://www.bahamas.gov.bs/wps/portal/public/health%20statistics/communicable%20(infectious)%20disease/!ut/p/b1/vZLLkqIwGEafpR_AJoEIYRkUBCGg3BQ2FnhD5CYgCE8_dk1XzartWcx0skrqO3Uq3x8mZLZMWETd5Ry1l7KIso9zyO-4hUXXM4Qp5pEINOia2lxecQsOPgPBMwC-WAT85sGCEvLkLdb94GeQ170pwHOe2TBbNQDCvKFnmWw6dA4q3Z7L2on3rCA-2AZpwgud-1la7FRln27CIz44Tdhc8N53XKDnsjJ1aa5kpdWly2GF94kv6KIoATdR26FeVPHyepOhk5SRA8LeqP28v2eEzjyxqNuT4gE_9B6imSs7O4j2eUG2V5jvZaUe7-vS9VbREUnVwTpk0apKWl7Y1qekao3-1CFSKPVZXb-9ffbw4qF_1eOXPPqO3zDh66rRZ-DVqL4blqmW-ZEJnjHhy5gEGJfZArRz0qHSxutop6PzcOTKoK5kwCsYaar6pqtYjuibNH3eGR6gMe1dcB3MUdKp6K4Ovu1JZPZY3ibqa6Fj8D8rxBL8aaHw34U6yz2FBmeYeAadBffDQvzvP82SCS9x_t7v83fwjkWOFacCwAjDKQSQ8dMACXFjkrnsdGUZEQ-7hpVxvCpLbABJzV7b8wkmTlZwQq3ZQD8-boNUnFFc2EWwDHdrTd6aJ6grlJ9UGlGHLJeioR01Mi4O-UhvpGPdS2xNdmov9lpOa4jb_dxpJhs2DnhiCnoXi1XRL912LpUhyqOjCXvdgeFKZu0Era46d3ebe6pSrRn0uOMk5XhsSXjn4tkmTGzByKi35TPbK4730FqMGDXxjs0Rjv1FtxLxrtchOpwbpsq9Tjd4W-0h_rP7t19v_tPO/dl4/d5/L2dBISEvZ0FBIS9nQSEh/	null	PDF	null	null	Bahamas	5173	BS	null	null	null	null
Notifiable diseases, Vaccination coverage and Mortality Data of the Swiss Sentinella surveillance system, 2003-2017	This website with data contains data about Influenza, mortality due to influenza, influenza vaccination, measles, mumps, rubella, pneumonia, whooping cough, acute gastroenteritis, tick bite and Lyme borreliosis, pertusis vaccination (=16 years), measles vaccination (=24 months) in Switzerland at country level from 2003 to 2015 in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2003-2017, and temporal resolution is yearly. Open access.	MDC:WS-000433	null	Swiss Sentinella surveillance system	null	null	null	http://www.sentinella.ch/fr/publications	null	PDF	null	null	Switzerland	5176	CH	null	null	null	null
Population Data of the Statistical Office of the Republic of Serbia	This website with data contains data about natural movement of population, 1999-2015; Census 2002, population by gender and age; Census 2011, population by ethnicity; Gender statistics, women and men, 2005, 2008, 2011, 2014 in the Republic of Serbia in XLS format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1999-2015, and temporal resolution is yearly. Open access.	MDC:WS-000395	null	Republic Statistical Office of the Republic of Serbia	null	null	null	http://webrzs.stat.gov.rs/WebSite/Public/PageView.aspx?pKey=162	null	XLS	null	null	Serbia	5002	RS	null	null	null	null
Vaccination Coverage Reports by Ireland, 2006-2015	This website with data contains data about immunisation rates in Ireland from 2006 to 2015 year in XLS, CSV format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2006-2015, and temporal resolution is yearly. Open access.	MDC:WS-000179	null	Department of Health, Ireland	null	null	null	http://health.gov.ie/publications-research/statistics/statistics-by-topic/childhood-immunisation/	null	XLS; CSV	null	null	Ireland	5174	IE	null	null	null	null
Annual Data on Life Expectancy, General Mortality Rates, Number of Settlements Located in Zones with High Radiation, Population Migration, Natural Increase, Marriages, and Divorces in Belarus	This website with data contains data about demographic and vital statistics in Belarus from 1996 to 2017 by year and regions in HTML format. Spatial coverage is country, and spatial resoluation is country, subcountry, state. Temporal coverage is 1996-2017, and temporal resoluation is yearly.Open access.	MDC:WS-000042	null	National Statistical Committee of the Republic of Belarus, section: health care	null	null	null	http://www.belstat.gov.by/ofitsialnaya-statistika/solialnaya-sfera/demografiya_2/	null	HTML	null	null	Belarus	4972	BY	null	null	null	null
